AuthorID,Author,Date,Content,Attachments,Reactions,
3.22354E+17,J0rdan#2037,10/26/2019 5:03 PM,"Hey @Raju singh answering your question about the swap here

There is nothing announced yet regarding a swap, I'm sure you will be first to know if there is and we will make sure everyone is aware! No worries",,,
6.19493E+17,Raju singh#9759,11/04/2019 9:12 PM,Thanks,,,
6.19493E+17,Raju singh#9759,11/04/2019 9:29 PM,Any idea how much min lend needed for gov model,,,
4.57126E+17,pabloaave,11/04/2019 9:30 PM,All the specific details about governance will come in future posts,,,
6.19493E+17,Raju singh#9759,11/04/2019 9:32 PM,"Sorry but asking so that can arrange some money to buy the way it's price going up looks like won't be able to make it �?,"",""
457126445819363338""",pabloaave,11/04/2019 9:33 PM,"Normally governance works, the more token you have, the more voting power, so I guess it wont be specific matter of min amount required"
4.57126E+17,pabloaave,11/04/2019 9:33 PM,Of course until the details are not released its not possible to confirm anything,,,
6.19493E+17,Raju singh#9759,11/04/2019 9:35 PM,Great,,,
5.83972E+17,EzR3aL#2994,11/04/2019 9:43 PM,Need to figure out how to handle German taxes,,,
3.73298E+17,QuMike#4235,01/08/2020 7:37 AM,https://twitter.com/The3D_/status/1214689269131943942,,,
3.73298E+17,QuMike#4235,01/08/2020 7:38 AM,https://etherscan.io/tx/0xa15653f7b0d5d1125589fafb6f335acbb4642dec8524c15abeba58e7f11d543d,,,
3.73298E+17,QuMike#4235,01/08/2020 7:39 AM,what does it mean?,,,
3.8033E+17,darko2740,01/08/2020 10:29 AM,I would say someone started to burn some Lend,,,
3.8033E+17,darko2740,01/08/2020 10:29 AM,bonfire just started,,,
6.04983E+17,Stani#3346,01/11/2020 7:21 AM,"yup, cant wait to see flash loans burning even more 🙂",,,
6.04983E+17,Stani#3346,01/11/2020 7:22 AM,This is a pretty cool tool to track the burning of LEND token: https://lendwatch.now.sh/,,,
3.73051E+17,Ageless#1459,01/11/2020 7:22 AM,"nice, similar to makerburn",,,
3.45581E+17,_treebeard_,01/11/2020 7:23 AM,Can you explain what's going on here?,,,
6.04983E+17,Stani#3346,01/11/2020 7:23 AM,you mean in this particular governance channel?,,,
3.45581E+17,_treebeard_,01/11/2020 7:24 AM,Specifically that tx / tweet,,,
3.45581E+17,_treebeard_,01/11/2020 7:24 AM,/ burning LEND.,,,
6.04983E+17,Stani#3346,01/11/2020 7:24 AM,part of the fees of the protocol are used to burn LEND 🔥,,,
3.45581E+17,_treebeard_,01/11/2020 7:24 AM,"Ahh, got it. Is that an automated process? What % and how often? Also, what exactly are the fees of the protocol?",,,
3.97149E+17,blck,01/11/2020 7:31 AM,@treebeard i guess that 0.025% fee when you take a loan,,👍 (2),
3.45581E+17,_treebeard_,01/11/2020 7:33 AM,Ah didn't realize there was an initial fee,,,
6.04983E+17,Stani#3346,01/11/2020 8:07 AM,yes and also flash loans has fees as well that are mostly redirected back to the protocol and also part used to burn LEND,,,
3.73051E+17,Ageless#1459,01/11/2020 8:30 AM,"what is the difference between ""been redirected back to the protocol"" and ""burn LEND"" ?",,,
3.73051E+17,Ageless#1459,01/11/2020 8:30 AM,I thought the protocol was that it does burn LEND,,,
6.04983E+17,Stani#3346,01/11/2020 8:34 AM,the fees that are going back to the protocol goes to depositors and the burned LEND will be simply used to burn LEND and decrease the LEND total supply,,,
3.73051E+17,Ageless#1459,01/11/2020 8:35 AM,"ahh of course, because they can't make anything from rates when its all done in 1 block. got it. whats the split burn:depositors?",,,
6.04983E+17,Stani#3346,01/11/2020 8:59 AM,"no no, they are making as even the one transaction in one block genertes fees in flash loans",,,
6.04983E+17,Stani#3346,01/11/2020 9:00 AM,Here is a good detail on fees: https://app.aave.com/faq#cost-service,,,
6.04983E+17,Stani#3346,01/11/2020 9:01 AM,"The platform has 2 type of fees. From borrowers, a 0.25% of the loan amount is collected on loan origination, from which 20% is used for referral integrators and 80% is swapped to LEND token and burned. From flash loans, a 0.35% is collected from the loan amount, from which 90% is redirected as extra income for depositors of the protocol and 10% is splitted using the same 20%/80% model of the origination fee. There also exist transaction fees related with the Ethereum Blockchain usage, these fees depend on the network status and transaction complexity.",,,
3.73051E+17,Ageless#1459,01/11/2020 9:42 AM,ok thanks for the breakdown.,,,
5.77642E+17,yo bro pass the J#1543,01/24/2020 4:04 PM,Whats the incentive to hold the LEND token other than voting?,,,
4.57126E+17,pabloaave,01/24/2020 5:57 PM,"LEND token core usage will be governance, also the token is used to deposit and borrow (collateral) in the protocol. Apart from this the protocol burn LEND tokens based on the fees gathered on a ratio of 80% of the fees gathered for the protocol are used to burn LEND.",,,
5.76031E+17,georgiarak,01/25/2020 12:30 AM,@Pablo Won't DM you first so not yet using LENF for governance? when might that begin do you think?,,,
5.76031E+17,georgiarak,01/25/2020 12:30 AM,*LEND,,,
4.57126E+17,pabloaave,01/25/2020 12:39 AM,"We are right now working on that, no specific date though",,,
3.82461E+17,gandalfino74#5669,02/03/2020 12:01 AM,Where can i hold my LEND tokens? Is there a wallet?,,,
3.8033E+17,darko2740,02/03/2020 12:14 AM,You can deposit them at https://app.aave.com/,,,
4.38539E+17,atosm,02/19/2020 11:30 PM,Good move on the 35% LTV for MKR ... just in case something blow up..,,👍 (1),
4.15196E+17,marczeller,02/19/2020 11:33 PM,"i believe the probability is low, but safety is our top priority",,👍 (1),
3.97149E+17,blck,02/19/2020 11:49 PM,i dont see the point of reducing mkr ltv,,,
3.97149E+17,blck,02/19/2020 11:50 PM,then why keep dai ?,,,
3.97149E+17,blck,02/19/2020 11:50 PM,same system,,,
4.57126E+17,pabloaave,02/19/2020 11:51 PM,In this case its also related with MKR token volatilit itself,,,
4.15196E+17,marczeller,02/19/2020 11:52 PM,"MKR is linked to DAI in case of `flop` auctions, the probability of that is even lower, IMHO",,,
4.06666E+17,deepesh#9607,03/01/2020 2:12 PM,"@Pablo Won't DM you first @MarcZeller.....why don't we rebrand lend as aave token
Will be a great boost to the project..as aave is  doing so great",,💯 (2),
3.85567E+17,nikola_j,03/02/2020 9:47 PM,"Hey guys, this article mentions a governance vote for change of flash loan fees from 0.35% to 0.09% - did that ever happen?
<https://medium.com/aave/flash-loans-one-month-in-73bde954a239>",,,
6.64566E+17,sakulstra#9125,03/03/2020 7:12 AM,Yep it's already reduced.,,,
3.85567E+17,nikola_j,03/04/2020 11:10 PM,Thanks @sakulstra! Is there a page where the current fee can be checked?,,,
1.54453E+17,hiturunk,03/14/2020 12:56 PM,"Hey guys, just curious, how does a token get listed on Aave protocol? Is there some relevant documentation?",,,
1.54453E+17,hiturunk,03/14/2020 12:57 PM,The reason I ask is: I feel collateralizing uniswap pool shares could be very valuable.,,,
4.57126E+17,pabloaave,03/14/2020 7:11 PM,"Initially was decided to take different popular and well known tokens also normally with good liquidity etc. We did a risk assesment with the addition to decide the parameters of each token:
https://developers.aave.com/#risk-parameters-matrix

In general new assets addition will come with the implementation of our governance through LEND token. So LEND holders would be able to vote and propose on new additions, in this case new assets to add, their parameters etc",,,
6.79945E+17,9891.eth,03/18/2020 4:56 PM,"@Pablo Won't DM you first Excuse me, when will the LEND token introduce a new governance scenario?",,,
4.57126E+17,pabloaave,03/18/2020 5:23 PM,There is no specific ETA @9891.eth as soon as we have more details about this we will be releasing the specific tokenomics and governance documentation with it,,,
6.79945E+17,9891.eth,03/18/2020 5:41 PM,Thx,,,
4.16711E+17,Chris42Dao#1012,04/14/2020 3:51 PM,"> There is no specific ETA @9891.eth as soon as we have more details about this we will be releasing the specific tokenomics and governance documentation with it
@Pablo Won't DM you first Hi, I am a long term hodler of LEND. Will we see something specific in 2020 regarding the LEND token governance and voting concept (referring to your WP from Jan 2020)? I am asking because I consider to accumulate more LEND if you guys are top serious on this. Since many of us put skin in the game, we expect precise clarification on this, not just ""we don't know or ... as soon as .."". If there is already clarification on this issue in this forum, pls let me know as well.",,,
4.16711E+17,Chris42Dao#1012,04/14/2020 3:52 PM,This is the WP I refer to,https://cdn.discordapp.com/attachments/605528212239286312/699527368452079647/Aave_Protocol_Whitepaper_v1_0.pdf,,
6.79945E+17,9891.eth,04/14/2020 5:33 PM,"Please, is the aave compound interest cycle a day?",,,
4.57126E+17,pabloaave,04/14/2020 5:33 PM,"> Please, is the aave compound interest cycle a day?
@9891.eth Second by second",,,
6.79945E+17,9891.eth,04/14/2020 5:34 PM,coool,,,
4.57126E+17,pabloaave,04/14/2020 5:34 PM,"> This is the WP I refer to
@Chris42Dao Of course, we will be giving all the details as soon as those are ready, but its not possible to specify the final details if those are not ready, I hope you can understand our point in that sense",,,
6.79945E+17,9891.eth,04/14/2020 5:46 PM,"I am also a holder of LEND, and governance and voting concept is really important to the holder. AAVE TEAM is expected to communicate and communicate your ideas to the holder son-in-charge immediately. This helps both lend holders and LEND prices. We all think the same, we all want AAVE to develop better.😋",,,
4.57126E+17,pabloaave,04/14/2020 5:59 PM,"Yes, that's it as soon as we have governance and tokenomics documentation ready we will be sharing with the community to get their feedback 🙂",,,
6.78464E+17,geekery,04/14/2020 6:07 PM,"AAVE is a protocol with native token, which is the biggest difference from other no token protocols, but this difference does not play its due advantage.",,,
6.78464E+17,geekery,04/14/2020 6:10 PM,How to increase the use of tokens? This is very important!,,,
6.79945E+17,9891.eth,04/14/2020 6:10 PM,"Compound is about to release their token, and if we don't seize the opportunity, it's a bad thing for AAVE. That's why I'm anxious and worried.",,,
4.57126E+17,pabloaave,04/14/2020 6:11 PM,"if you refer to LEND token, current implementation is phase 0 of the protocol. Phase 1 is coming adding governance through LEND token and after that phase 2 with full tokenomics",,,
4.57126E+17,pabloaave,04/14/2020 6:11 PM,Its not something to be worried about @9891.eth is not matter of who is implementing governance before or after but the value that these governance and tokenomics add to the protocol in my opinion,,,
6.79945E+17,9891.eth,04/14/2020 6:12 PM,"That's right. But if it's too slow, it's going to lose some of the first-mover advantage.",,,
6.79945E+17,9891.eth,04/14/2020 6:14 PM,"MKR is also the first to be introduced, and then slowly improved. It's impossible to think that it's perfect as soon as it's launched.",,,
4.57126E+17,pabloaave,04/14/2020 6:14 PM,"I think the ecosystem evolves quite fast, so its not so much matter of being the first that would make someone lose but the value added. In my opinion people is willing to move from one place to another based on the value added",,,
4.57126E+17,pabloaave,04/14/2020 6:15 PM,"Yes, the idea is not make it perfect since the beginning, but needs to have at least a value and reasoning behind, not just release governance because it needs to be there",,,
6.79945E+17,9891.eth,04/14/2020 6:17 PM,"So, what's the progress of the AAVE team on LEND's governance and voting concept? Has it started yet? About 20%? 50%? 80%?",,,
6.79945E+17,9891.eth,04/14/2020 6:17 PM,Holders would like to receive some feedback on the progress.,,,
4.57126E+17,pabloaave,04/14/2020 6:19 PM,"The work began along with the release of the protocol, the idea is have more details in the coming 4-8 weeks but in my honest opinion its better to not give specific ETA etc to avoid expectations on the timing etc. We need to work daily based on the priorities that are coming. If for some reason we notice its required to move to improve the user experience or other thing from the platform and it needs to be done asap we would need to do that. So its not realistic to give a time frame, we need to work on what is priority for the protocol",,👍🏻 (2),
4.57126E+17,pabloaave,04/14/2020 6:20 PM,"We are transparent, we are working on the governance for the next phase on the protocol but its not worth to discuss on specific details when they are probable to change as those are still a work in progress, as soon as we release specific documentation with further details we would be able to discuss in more detail",,,
6.79945E+17,9891.eth,04/14/2020 6:24 PM,"Good. The holder doesn't want a particular ETA, we just want to know that it's already in progress and that there's a rough ETA on it. AAVE TEAM work is positive and anyone can see it.",,👌 (1),
6.78464E+17,geekery,04/14/2020 6:31 PM,"Earlier I heard that you need to add some insurance, is there still?",,,
4.57126E+17,pabloaave,04/14/2020 6:32 PM,"> Earlier I heard that you need to add some insurance, is there still?
@geekery There are already options for insurance on the depositors side, as nexus mutual and opyn, but its something interesting to evaluate for future iterations of the protocol",,,
6.78464E+17,geekery,04/14/2020 6:52 PM,"Looking forward to your surprise, the defi market needs innovation.",,👌 (1),
6.04983E+17,Stani#3346,04/21/2020 4:57 PM,I agree,,,
6.04983E+17,Stani#3346,04/21/2020 4:59 PM,I saw Compound token and thats a bit different thing as it's practically early exit for the team and investors whereas we are more releasing aavenomics which includes monetary policies and other important things that are important for the growth of the ecosystem.,,"aavepool (4),aavehello (5),👍 (5)",
3.22354E+17,J0rdan#2037,05/07/2020 9:33 PM,,https://cdn.discordapp.com/attachments/605528212239286312/707948126144823297/IMG_20200507_143115_467.jpg,"aavehello (5),😍 (5)",
3.22354E+17,J0rdan#2037,05/07/2020 9:33 PM,A first view of the upcoming governance proposal / tokenomics of the aave protocol,,,
6.06041E+17,joeismyname#4149,05/07/2020 9:49 PM,"In that image, the fees that are earned from offering insurance to the pools, some of them go back to the Lend holders who are staking, and some of them go into the back stop? 

But then there is some kind of user choice to be made regarding withdrawing, or adding to the backstop?",,,
3.22354E+17,J0rdan#2037,05/07/2020 10:23 PM,Yes might not be clear,,,
3.22354E+17,J0rdan#2037,05/07/2020 10:23 PM,But a % of the fee will be redistributed to those who park liquidity to the backstop,,,
3.22354E+17,J0rdan#2037,05/07/2020 10:24 PM,"A stakers can withdraw the fees he earn, or put it in the backstop, but any liquidity in the backstop will itself earn part of fees",,,
6.06041E+17,joeismyname#4149,05/07/2020 11:19 PM,"So a staker earns: 
1) inflationary reward
2) protocol fees 

The staker can then either: 
1) withdraw their earned fees and take them as earnings 
2) reinvest their earned fees into the backstop. Those earnings entered into the backstop then continue to earn fees 

Correct?",,,
3.22354E+17,J0rdan#2037,05/07/2020 11:27 PM,Yes,,,
3.22354E+17,J0rdan#2037,05/07/2020 11:28 PM,Great resume,,,
6.06041E+17,joeismyname#4149,05/07/2020 11:37 PM,"Great aavenomics 👍🏻 

Inflationary rewards: is there an escrow lock up period? 

Fees: are they paid in ETH or LEND?",,,
3.22354E+17,J0rdan#2037,05/07/2020 11:50 PM,"Yes the stakers will be subjected to different lock up period

Fees : stablecoins will be paid in stablecoins and volatile assets in ETH but this are parameters that could be changed by the governance",,,
6.06041E+17,joeismyname#4149,05/08/2020 12:26 AM,,https://cdn.discordapp.com/attachments/605528212239286312/707991821673955328/A_Gallery_141.jpg,,
6.06041E+17,joeismyname#4149,05/08/2020 12:27 AM,"And this graphic implies some kind of relationship between the market cap of LEND and the total pool size? 

Total market cap of lend = total amount of USD that can be insured in the pools?",,,
6.04983E+17,Stani#3346,05/08/2020 1:27 AM,"@joeismyname the feedback look idea is to price the inflation/incentive upon protocol grows. The more the protocol grows in debt the more it needs security and the more incentivized the securing the protocol becomes, creating a value loop.",,,
6.04983E+17,Stani#3346,05/08/2020 1:30 AM,"> And this graphic implies some kind of relationship between the market cap of LEND and the total pool size? 
> 
> Total market cap of lend = total amount of USD that can be insured in the pools?
@joeismyname In terms of the total market cap of lend = total insured value might not be concrete as the protocol can be partially insured or even same debt capital insured by multiple times depending on the value of LEND market capitalization. What is interesting is that the incentives are like thrust engines that are adjusted based the need for securing the protocol. These incentives drives adoption for obtaining LEND to secure the protocol since there is incentive (inflation/fee sharing)",,,
6.06041E+17,joeismyname#4149,05/08/2020 1:34 AM,Very interesting topic. Looking forward to a more detailed read when the details are published in the future 👍🏻,,,
2.66276E+17,arthur0x,05/10/2020 6:57 PM,Cant wait for more details to be released!,,aavehero (8),
4.66393E+17,Devin#4248,05/26/2020 11:44 PM,I see Aave listed here as a community powered by Aragon - how is Aave using Aragon today? http://poweredby.aragon.org/,,,
4.57126E+17,pabloaave,05/26/2020 11:47 PM,Protocol keys are handled by an Aragon DAO @Devin,,,
4.66393E+17,Devin#4248,05/26/2020 11:54 PM,Ah nice thanks. So in other words hte keys to update smart contracts (ie to add new assets to borrow/lend against) are held by the Aragon multi sig?,,,
4.57126E+17,pabloaave,05/26/2020 11:56 PM,3 from 5 votes are required on the DAO for any update etc to be done on the protocol yes,,,
4.66393E+17,Devin#4248,05/26/2020 11:58 PM,very cool. thanks,,,
4.57126E+17,pabloaave,05/27/2020 12:00 AM,"Also @Chris Blec have a nice video about the overall topic of the admin keys of different protocols etc:
https://www.youtube.com/watch?v=U9fVIPhWj6c&t=1s
https://docs.google.com/spreadsheets/d/1b9KwXfPPEgvpy2nxlpnLhtPMd7S5KfIx-hf4Hv77kBk/edit#gid=0",,,
7.10588E+17,David -#0742,05/28/2020 7:28 AM,Really insightful video  @Chris Blec - Thanks for sharing @Pablo Won't DM you first,,,
4.39403E+17,Ken Lee#2859,05/31/2020 5:06 PM,@Chris Blec Where is your beard buddy? WHERERERERERERERERER.....,,,
4.39403E+17,Ken Lee#2859,05/31/2020 5:06 PM,heehehehe,,😄 (1),
4.56227E+17,Deleted User,06/01/2020 2:39 AM,Is there a roadmap somewhere that shows Aave's plan to full decentralization?,,,
4.57126E+17,pabloaave,06/01/2020 6:24 PM,"> Is there a roadmap somewhere that shows Aave's plan to full decentralization?
@Deleted User No, but to give some insights current phase is phase 0, after this one phase 1 is coming with governance and phase 2 with full tokenomics within the protocol. We will be giving more details when we release the tokenomics and governance documentation. We also released some details on our Ethereal summit presentation, you can find more details in this article:
https://www.delphidigital.io/so/02N7mWeU_?cid=32549ba4-9679-4650-9fd5-c55422f3afc8#/main",,,
4.56227E+17,Deleted User,06/02/2020 3:09 AM,"Awesome, thanks @Pablo Won't DM you first !",,,
1.54654E+17,rb#6109,06/07/2020 12:30 AM,"Hi there, trying to understand the specifics regarding LEND vs aTokens. As I understand it, providing liquidity to a pool gives you a right to that pool's aToken which in turn starts giving you interest right away - that's clear. I can't however find anywhere in the white paper that owning LEND itself gives you a right to the ""dividends"" of the protocol the same way providing liquidity to individual pools does - owning LEND gives you only voting rights regarding governance. Purely from profit perspective (excluding potential rise in the price of LEND) wouldn't it make sense using my money to provide liquidity to pools instead of buying LEND itself? Am I missing something?",,,
3.8033E+17,darko2740,06/07/2020 12:57 AM,"> Hi there, trying to understand the specifics regarding LEND vs aTokens. As I understand it, providing liquidity to a pool gives you a right to that pool's aToken which in turn starts giving you interest right away - that's clear. I can't however find anywhere in the white paper that owning LEND itself gives you a right to the ""dividends"" of the protocol the same way providing liquidity to individual pools does - owning LEND gives you only voting rights regarding governance. Purely from profit perspective (excluding potential rise in the price of LEND) wouldn't it make sense using my money to provide liquidity to pools instead of buying LEND itself? Am I missing something?
@rb New tokenomics will be released soon so we all will know more about it",,,
3.8033E+17,darko2740,06/07/2020 12:57 AM,"This is phase 0 of the platform, phase 1 and 2 are in works",,,
4.53428E+17,eaglecloak,06/07/2020 5:17 AM,"Hello all, do you guys see pool flash loans being implemented in the future? could these loans then work in combination with staking/rewards? btw, i've really enjoyed learning about AAVE. keep up the great work!",,,
4.57126E+17,pabloaave,06/08/2020 8:19 PM,"> Hi there, trying to understand the specifics regarding LEND vs aTokens. As I understand it, providing liquidity to a pool gives you a right to that pool's aToken which in turn starts giving you interest right away - that's clear. I can't however find anywhere in the white paper that owning LEND itself gives you a right to the ""dividends"" of the protocol the same way providing liquidity to individual pools does - owning LEND gives you only voting rights regarding governance. Purely from profit perspective (excluding potential rise in the price of LEND) wouldn't it make sense using my money to provide liquidity to pools instead of buying LEND itself? Am I missing something?
@rb 
LEND token will be used to govern the protocol, we are currently working on the implementation of the governance apart from this it will be possible to be staked within the protocol to provide security/insurance to the protocol/depositors and that way earn staking rewards and fees from the protocol. Also currently LEND token is burnt based on the fees gathered in the protocol, so holders benefit on the reduction of the supply. We are working to release the specific documentation about tokenomics and governance for more details. Meanwhile this article may be helpful:
https://www.delphidigital.io/so/02N7mWeU_?cid=32549ba4-9679-4650-9fd5-c55422f3afc8#/main",,,
2.66276E+17,arthur0x,06/08/2020 9:21 PM,@Pablo Won't DM you first They need to update the total value locked number 😉,,,
2.66276E+17,arthur0x,06/08/2020 9:21 PM,Also is there away to chart the historical total market size of Aave like what they did on DeFiPulse for TVL?,,,
2.66276E+17,arthur0x,06/08/2020 9:21 PM,our TVL can stay low if the borrowing utilization rate keep climbing even though market size increase,,,
4.57126E+17,pabloaave,06/08/2020 9:22 PM,"so you mean charting the ""market size"" right? TVL + Borrowings",,,
2.66276E+17,arthur0x,06/08/2020 9:34 PM,Yes,,,
2.66276E+17,arthur0x,06/08/2020 9:34 PM,Need that hockeystick growth chart,,,
6.04983E+17,Stani#3346,06/09/2020 4:20 AM,🚀,,,
4.57126E+17,pabloaave,06/09/2020 8:33 PM,When I have some spare time I would try to build it using Dune @Arthur0x,,,
2.66276E+17,arthur0x,06/09/2020 8:53 PM,"There's a pretty good Dune analytics dashboard by Matteo already, probably you can fork it and build on top ? not sure but probably good to discuss with him first",,,
4.57126E+17,pabloaave,06/09/2020 8:55 PM,"Yes, Mateo already helped me a lot understanding his queries, I hope to have some time to build a proper dashboard, if you have any specific query you would like to have ( already noted market size) let me know",,,
2.66276E+17,arthur0x,06/09/2020 8:57 PM,Total loan origination is another one,,,
4.57126E+17,pabloaave,06/09/2020 8:58 PM,that one is already in Mateo's dashboard isnt it? I might be wrong,,,
4.57126E+17,pabloaave,06/09/2020 8:58 PM,or it was missing something I dont fully remember,,,
2.66276E+17,arthur0x,06/09/2020 9:04 PM,he has the total loan origination fee since inception,,,
2.66276E+17,arthur0x,06/09/2020 9:05 PM,so technically you can backward calculate total origination through that through dividing that amount by 0.25%,,,
4.15235E+17,andyboyan,06/17/2020 1:20 AM,Is there discussion of using LEND as a liquidity incentive token like COMP/BAL?,,,
4.57126E+17,pabloaave,06/17/2020 1:49 AM,"> Is there discussion of using LEND as a liquidity incentive token like COMP/BAL?
@magic The final details about the upcoming governance and tokenomics are not public yet, this article may help you meawhile to understand what is coming:
https://www.delphidigital.io/so/02N7mWeU_?cid=32549ba4-9679-4650-9fd5-c55422f3afc8#/main

But everything will be clear when the docs are released",,💯 (2),
4.16711E+17,Chris42Dao#1012,06/26/2020 6:54 PM,"> @magic The final details about the upcoming governance and tokenomics are not public yet, this article may help you meawhile to understand what is coming:
> https://www.delphidigital.io/so/02N7mWeU_?cid=32549ba4-9679-4650-9fd5-c55422f3afc8#/main
> 
> But everything will be clear when the docs are released
@Pablo Won't DM you first Thanks. I hope you are not following 1:1 the MKR model",,,
3.1846E+17,Fineman#5218,06/27/2020 12:00 AM,so lend will become inflationary,,,
3.1846E+17,Fineman#5218,06/27/2020 12:00 AM,too bad,,,
3.1846E+17,Fineman#5218,06/27/2020 12:00 AM,no wonder,,,
4.39403E+17,Ken Lee#2859,06/27/2020 1:42 AM,"Think about it. Inflation as incentive for staking... this is a beast cause it incentivices users to insure the protocol and for taking the risk, you get rewarded! So i would call it a great way for generating passive income",,,
4.57126E+17,pabloaave,06/29/2020 5:20 PM,"@Fineman the specific details are about to come, but as @Ken Lee pointed, the reward is for the holders insuring the protocol, its a way to incentive holders to insure the protocol and get rewarded due to that, so would benefit them instead of everyone as in the current burning model, anyway would be easier to discuss as soon as the documentation is publicly released",,,
3.1846E+17,Fineman#5218,06/29/2020 10:10 PM,what u dont consider is that it will cause the coin price to dump,,,
3.1846E+17,Fineman#5218,06/29/2020 10:10 PM,as there will be constant selling pressure from  minted coins,,,
3.1846E+17,Fineman#5218,06/29/2020 10:10 PM,no wonder the price has been tanking since I bougt at 16 cent,,,
3.1846E+17,Fineman#5218,06/29/2020 10:11 PM,Now I know the problem,,,
3.1846E+17,Fineman#5218,06/29/2020 10:11 PM,if only u know how much I lost on this,,,
3.1846E+17,Fineman#5218,06/29/2020 10:11 PM,GOd help me,,,
4.57126E+17,pabloaave,06/29/2020 10:11 PM,This is not similar to just a staking reward @Fineman your rewards also allow you to earn more rewards if you stake them,,,
3.1846E+17,Fineman#5218,06/29/2020 10:11 PM,But u already have over 1bilion token in issue,,,
4.57126E+17,pabloaave,06/29/2020 10:12 PM,anyway is better to move the debate when the tokenomics are released as right now its not possible to discuss about the topic properly,,,
3.1846E+17,Fineman#5218,06/29/2020 10:12 PM,not as if it is in 10s of millions,,,
4.57126E+17,pabloaave,06/29/2020 10:12 PM,Is not possible to issue more LEND tokens,,,
4.57126E+17,pabloaave,06/29/2020 10:12 PM,if that happens would be a different token,,,
3.1846E+17,Fineman#5218,06/29/2020 10:12 PM,when u buy back it puts a constant buying pressure,,,
3.1846E+17,Fineman#5218,06/29/2020 10:12 PM,on the coin that is why it moved up to this level,,,
3.1846E+17,Fineman#5218,06/29/2020 10:13 PM,u wana change the game plan in the middle of the game,,,
3.1846E+17,Fineman#5218,06/29/2020 10:13 PM,it will affect many new investors,,,
3.1846E+17,Fineman#5218,06/29/2020 10:13 PM,like me,,,
3.1846E+17,Fineman#5218,06/29/2020 10:13 PM,I do hope this recovers anyhow....,,,
3.1846E+17,Fineman#5218,06/29/2020 10:13 PM,coins like COMP and BAL,,,
4.57126E+17,pabloaave,06/29/2020 10:13 PM,"When did you ""join""?",,,
3.1846E+17,Fineman#5218,06/29/2020 10:14 PM,who are releasing,,,
3.1846E+17,Fineman#5218,06/29/2020 10:14 PM,have litle circulations,,,
3.1846E+17,Fineman#5218,06/29/2020 10:14 PM,I bought at 1700 satoshi,,,
3.1846E+17,Fineman#5218,06/29/2020 10:14 PM,last week,,,
3.1846E+17,Fineman#5218,06/29/2020 10:14 PM,16 cents,,,
3.1846E+17,Fineman#5218,06/29/2020 10:14 PM,and I bought big,,,
4.57126E+17,pabloaave,06/29/2020 10:14 PM,I wasn't talking about price,,,
3.1846E+17,Fineman#5218,06/29/2020 10:14 PM,That is when I invested,,,
3.1846E+17,Fineman#5218,06/29/2020 10:14 PM,cos I read about the project,,,
3.1846E+17,Fineman#5218,06/29/2020 10:14 PM,then I joined the discord,,,
3.1846E+17,Fineman#5218,06/29/2020 10:15 PM,to ask questions,,,
3.1846E+17,Fineman#5218,06/29/2020 10:15 PM,So I realised there are changes,,,
4.57126E+17,pabloaave,06/29/2020 10:15 PM,This was stated in early May,,,
